d a v
0.0 0.0 0.0
-3.1146328723081474e-11 0.9999999998132699 0.199999999962654
-3.997465261131085e-12 0.9999999987566179 0.3999999997139776
2.863262233353374e-10 0.15101729934259353 0.4302034595824963
-0.00010389974819202295 0.5692296006425518 0.5440493797110066
-0.00015355659960683497 0.6787631632406222 0.6798020123591311
-0.00017223616406876707 0.6073522522127244 0.801272462801676
-0.00014501393539518111 -0.2560885236535598 0.750054758070964
-0.00038181915709089274 0.9999999999157967 0.9500547580541233
-0.0003376769718839179 0.9999999996638104 1.1500547579868854
-0.00026578670915737535 0.3375844318950389 1.2175716443658933
-0.0002051898471030352 -0.5842717521525956 1.1007172939353742
-0.0001547880088249457 -0.8246993174696542 0.9357774304414433
0.0011504345427295953 0.9999999998569954 1.1357774304128425
0.0009489690894277335 0.7343690450255859 1.2826512394179597
0.00015726548077525998 0.2758492292867872 1.3378210852753172
0.00011049535387509278 -0.6736667775553109 1.203087729764255
-0.0010306333652806768 0.9999999984323471 1.4030877294507245
-0.0015417270905045601 0.4787349024669645 1.4988347099441173
-0.0012114281256209297 -0.6981750058719057 1.359199708769736
-0.0009499138219955095 -0.9999999868320583 1.1591997114033243
-0.0013372741811846461 0.9999999969509842 1.3591997107935212
0.0044679424986492355 0.40959170949365625 1.4411180526922525
0.003655049717529117 -0.6882025634892565 1.3034775399944012
0.0030346481618289214 -0.9753911669575821 1.1083993066028848
0.012322998354540858 0.9999999985417343 1.3083993063112316
-0.0029210191813362064 0.4866965020682903 1.4057386067248896
-0.002642827034215628 -0.642241810098646 1.2772902447051604
-0.002497143670277061 -0.9450945907682095 1.0882713265515185
-0.028984443517131246 0.999999998246483 1.2882713262008152
-0.05166653859029123 0.5192587122807077 1.3921230686569568
-0.04132283964119499 -0.6236294341100597 1.2673971818349448
-0.07239797474429403 0.9999999985979895 1.4673971815545426
-0.0535849650774244 0.421318064827147 1.551660794519972
-0.038261742101030165 0.05286142847688685 1.5622330802153495
-0.028576142883270147 -0.8764152804673394 1.3869500241218815
-0.0017011816681738042 0.9752122634004545 1.5819924768019724
0.010449432366411394 0.22009410270389904 1.6260112973427523
0.009384907702845701 -0.8571915430391324 1.4545729887349257
0.0555206202078007 0.9424611610020476 1.6430652209353351
0.05879036940180038 0.1735741571314444 1.677780052361624
0.04606946495422442 -0.9020818621383284 1.4973636799339582
0.11322901084038045 0.901931184305252 1.6777499167950087
0.11184541431646111 0.13678897600545284 1.7051077119960993
0.08630722350308935 -0.927567511065998 1.5195942097828996
0.23125806696025666 0.9999999986325786 1.7195942095094154
0.1492752594556083 0.020604654945745985 1.7237151404985647
0.12203970317473695 -0.9765152819321632 1.528412084112132
0.32731165814323443 0.9999999975015615 1.7284120836124444
0.20673623761377413 -0.015105828435649104 1.7253909179253146
0.1657400547938969 -0.9910400032674586 1.527182917271823
0.41525542149539363 0.9999999992341655 1.7271829171186561
0.27887613486415935 -0.03210651070168587 1.720761614978319
0.22235228709657295 -0.9963921925277562 1.5214831764727677
0.48132038704997165 0.9999999951912892 1.7214831755110256
0.33746942587613077 -0.04134951314991519 1.7132132728810425
0.26702460351898183 -0.9973828205156786 1.5137367087779068
0.48779004739514575 0.9999999996841998 1.7137367087147468
0.34714978382148975 -0.035134389629282364 1.7067098307888904
0.27254759114249616 -0.9918730050166733 1.5083352297855557
0.4246215952789599 0.9999999958454874 1.7083352289546532
0.2864897955991141 -0.012668113499906876 1.7058016062546717
0.22419467787243572 -0.9817548617429149 1.5094506339060887
0.22158013364572413 0.9999999960478573 1.7094506331156603
0.15222133155849454 0.01036061098779738 1.7115227553132197
0.11771565030231092 -0.9738745957411611 1.5167478361649875
-0.004116188421155375 0.9999999990564857 1.7167478359762847
0.002032877243164214 0.013403965286712298 1.7194286290336271
-0.00023914236444035826 -0.976336471389151 1.524161334755797
-0.034173500050395995 0.9999999971143769 1.7241613341786723
-0.023726231223761735 0.00603269012180658 1.7253678722030337
-0.01798237814133581 -0.981649167247095 1.5290380387536147
-0.01179658805301383 0.9999999966412013 1.7290380380818549
-0.010324853405593842 -0.0012942986188325194 1.7287791783580884
-0.008001622022664317 -0.9856886738015063 1.531641443597787
-0.008609925984974088 0.9999999958552017 1.7316414427688274
-0.008095881267851029 -0.005632224137323992 1.7305149979413625
-0.0061102222254784825 -0.9879742333217636 1.5329201512770099
-0.0052159961423700486 0.9999999978912691 1.7329201508552636
-0.004675090645707749 -0.007890869902949403 1.7313419768746738
-0.0035142473823715184 -0.9891274673662784 1.533516483401418
-0.0015605040658834913 0.9999999970353024 1.7335164828084786
-0.0007594202565709897 -0.008993929571927779 1.731717696894093
-0.00041685146772199827 -0.989680402244939 1.5337816164451052
-0.0055348131099715306 0.999999996554647 1.7337816157560346
-0.006947586827404889 -0.00943270441128432 1.7318950748737778
-0.005628912631206561 -0.9899159044208764 1.5339118939896026
0.02669156128705807 0.9999999963610331 1.7339118932618092
0.018018756170746483 -0.009875307240294172 1.7319368318137502
0.014740061502981478 -0.9901386705454406 1.533909097704662
0.11793441974302463 0.9999999985443071 1.7339090974135236
0.08055671412448233 -0.013316642450069235 1.7312457689235097
0.059583671727327064 -0.9913782169512247 1.5329701255332648
0.03426161289625626 0.9999999974214474 1.7329701250175544
0.0226621856577391 -0.010360239910390852 1.7308980770354763
0.014868011477504878 -0.989755154599191 1.532947046115638
-0.1736778492806939 0.9999999978499854 1.732947045685635
-0.10831404015426035 -0.01396117234231784 1.7301548112171714
-0.09151579028116938 -0.9912963919852251 1.5318955328201262
-0.3581581644452713 0.999999996617144 1.7318955321435552
-0.23000343681255198 -0.03091758940702078 1.725712014262151
-0.18549495037771258 -0.9975948493375296 1.526193044394645
-0.4579201681091679 0.9999999993219602 1.726193044259037
-0.3165919086533481 -0.04388225758688753 1.7174165927416594
-0.25173544374552254 -0.9999928382211117 1.517418025097437
-0.4780809371700064 0.9999999976454976 1.7174180246265365
-0.33382046316079456 -0.0395641820514826 1.70950518821624
-0.2626208347606839 -0.9945672864493794 1.5105917309263641
-0.403265277906691 0.999999996648211 1.7105917302560063
-0.2684421534323611 -0.012306231671503676 1.7081304839217055
-0.21062167651316352 -0.9824779957126335 1.5116348847791787
-0.31611110987577984 0.9999999993740663 1.711634884653992
-0.20717960250251805 0.003609909826786349 1.7123568666193492
-0.1629703787323555 -0.9778606364207583 1.5167847393351974
-0.28106327257830305 0.9999999997417819 1.7167847392835538
-0.1837397335206955 0.003210470704780863 1.71742683342451
-0.14470137148596335 -0.9800540737962993 1.5214160186652501
-0.2610741057125184 0.9999999996065491 1.72141601858656
